ID,Product,Status,StatusReason,Purchased,Deactivated,City,State,PostalCode,County,Country,Denomination,DenominationalGroup,TWA,OrganizationClass,StaffUsers,CongregantUsers,UsingOpenInvitationModel,UsingMissionInsite,UsingAccounting,UsingOnlineGiving,UsingBackGroundChecks,UsingPathways,UsingCheckin,UsingMobileCheckin,UsingMinistrySmart,UsingRefreshWebsites,TWA_grouped,CongregantUsers_grouped,LikesACS,State_cleaned,MissingValues,Timeline,state_county,Party,Covid
AMQJXA005CX5,Realm Connect,Active,,2021-01-08,,Carmichael,CA,95608-6409,Sacramento,US,Undetermined,Other,0,Church,27,66,False,False,True,True,False,False,True,False,True,False,< 1479,< 256,True,CA,0,365 <= days < 650,CA SACRAMENTO,DEMOCRAT,False
AMQJXA005D2A,Realm Inform,Active,,2021-01-13,,Turlock,CA,95381-1534,Stanislaus,US,Baptist - SBC,Baptist,0,Church,2,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,365 <= days < 650,CA STANISLAUS,DEMOCRAT,False
AMQJXA005D36,Realm Inform,Active,,2018-02-02,,Alameda,CA,94501-2515,Alameda,US,Episcopal,Episcopal and Anglican,500,Church,8,1,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA ALAMEDA,DEMOCRAT,False
AMQJXA005D6J,Realm Connect,Not Using,Not satisfied with software,2018-10-17,2019-10-23,Odessa,TX,79764-7132,Ector,US,Baptist - SBC,Baptist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,TX,2,> 1200 days,TX ECTOR,REPUBLICAN,False
AMQJXA005D7M,Realm Connect,Active,,2018-06-04,,Sunnyvale,CA,94087-4035,Santa Clara,US,Lutheran - ELCA,Lutheran,0,Church,2,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA SANTA CLARA,DEMOCRAT,False
AMQJXA005DC3,Realm Inform,Active,,2018-11-16,,Martinez,CA,94553-4401,Contra Costa,US,Episcopal,Episcopal and Anglican,0,Church,3,25,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA CONTRA COSTA,DEMOCRAT,False
AMQJXA005DK6,Realm Connect,Not Using,Product,2017-10-31,2020-03-02,Denton,TX,76209-6409,Denton,US,Church of Christ,Church of Christ,850,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,TX,2,> 1200 days,TX DENTON,REPUBLICAN,False
AMQJXA005DM9,Realm Connect,Not Using,Didn't launch/low engagement,2017-11-21,2018-07-31,Canyon Country,CA,91351-3711,Los Angeles,US,Baptist - Gen Assc Reg Bptsts,Baptist,150,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,CA,2,> 1200 days,CA LOS ANGELES,DEMOCRAT,False
AMQJXA005DUB,Realm Inform,Active,,2021-06-08,,San Francisco,CA,94127-1913,San Francisco,US,Episcopal,Episcopal and Anglican,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,CA,2,< 1 Yr,CA SAN FRANCISCO,DEMOCRAT,False
AMQJXA005E0M,Realm Connect,Active,,2020-07-24,,San Antonio,TX,78203-1739,Bexar,US,Baptist,Baptist,0,Church,8,51,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,Covid Purchase,TX BEXAR,DEMOCRAT,True
AMQJXA005E1G,Realm Inform,Active,,2021-03-05,,San Diego,CA,92117-5939,San Diego,US,Methodist - UMC,Methodist,0,Church,7,8,False,True,True,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,365 <= days < 650,CA SAN DIEGO,DEMOCRAT,False
AMQJXA005E3J,Realm Connect,Active,,2018-11-28,,Houston,TX,77055-4610,Harris,US,United Church of Christ,United Church of Christ,0,Church,22,122,False,True,True,True,False,False,True,True,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX HARRIS,DEMOCRAT,False
AMQJXA005E40,Realm Connect,Not Using,Financial,2018-01-18,2020-05-22,Robinson,TX,76706-5124,McLennan,US,Church of Christ,Church of Christ,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,TX,2,> 1200 days,TX MCLENNAN,REPUBLICAN,False
AMQJXA005E74,Realm Connect,Active,,2018-07-25,,Sonoma,CA,95476-5732,Sonoma,US,Episcopal,Episcopal and Anglican,0,Church,5,11,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA SONOMA,DEMOCRAT,False
AMQJXA005E83,Realm Inform,Active,,2021-01-14,,Antelope,CA,95843-3947,Sacramento,US,Assembly of God,Assembly of God,0,Church,5,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,365 <= days < 650,CA SACRAMENTO,DEMOCRAT,False
AMQJXA005ECF,Realm Connect,Not Using,Couldn't afford/Rates too high,2018-01-12,2019-03-07,Suisun City,CA,94585-2420,Solano,US,Baptist - Free Will,Baptist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,CA,2,> 1200 days,CA SOLANO,DEMOCRAT,False
AMQJXA005ECS,Realm Connect,Active,,2017-05-11,,Sacramento,CA,95822-2702,Sacramento,US,Methodist - UMC,Methodist,0,Church,14,18,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA SACRAMENTO,DEMOCRAT,False
AMQJXA005EPQ,Realm Inform,Active,,2017-12-04,,Lakeport,CA,95453-3824,Lake,US,Episcopal,Episcopal and Anglican,0,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA LAKE,DEMOCRAT,False
AMQJXA005EZE,Realm Multiply,Active,,2019-03-18,,Longview,TX,75605-8401,Gregg,US,Baptist - SBC,Baptist,0,Church,16,221,False,False,True,False,False,False,True,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX GREGG,REPUBLICAN,False
AMQJXA005F03,Realm Inform,Active,,2019-02-05,,Granbury,TX,76048-4250,Hood,US,Baptist,Baptist,100,Church,3,17,True,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX HOOD,REPUBLICAN,False
AMQJXA005F15,Realm Connect,Active,,2018-03-20,,Houston,TX,77004-6810,Harris,US,Lutheran - Missouri Synod,Lutheran,0,Church,8,89,True,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX HARRIS,DEMOCRAT,False
AMQJXA005F20,Realm Connect,Active,,2020-06-23,,Highlands,TX,77562-2305,Harris,US,Undetermined,Other,0,Church,3,10,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,Covid Purchase,TX HARRIS,DEMOCRAT,True
AMQJXA005F2T,Realm Inform,Active,,2019-07-11,,Seguin,TX,78155-0780,Guadalupe,US,Lutheran - ELCA,Lutheran,0,Church,1,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX GUADALUPE,REPUBLICAN,False
AMQJXA005FJX,Realm Connect,Active,,2021-10-20,,New York,NY,10075-0192,,US,Orthodox - Greek,Catholic,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,NY,3,< 1 Yr,-1,N,False
AMQJXA005FOK,Realm Inform,Active,,2022-04-18,,Killeen,TX,76543-4636,Bell,US,Baptist - Missionary,Baptist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,TX,2,< 1 Yr,TX BELL,REPUBLICAN,False
AMQJXA005FW5,Realm Connect,Active,,2020-09-21,,Shepherd,TX,77371-0957,San Jacinto,US,Baptist - American,Baptist,0,Church,2,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,365 <= days < 650,TX SAN JACINTO,REPUBLICAN,False
AMQJXA005FZ0,Realm Connect,Active,,2021-04-26,,Boerne,TX,78015-4933,Bexar,US,Lutheran - Missouri Synod,Lutheran,0,Church,,,False,True,False,False,False,False,False,False,False,False,< 1479,N,True,TX,2,365 <= days < 650,TX BEXAR,DEMOCRAT,False
AMQJXA005G0U,Realm Connect,Active,,2018-01-18,,San Antonio,TX,78210-1961,Bexar,US,Non - Denominational,Non - Denominational,0,Church,3,8,True,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX BEXAR,DEMOCRAT,False
AMQJXA005GDL,Realm Connect,Active,,2021-02-12,,Los Angeles,CA,90003-4925,Los Angeles,US,Christian Ch. Disc. of Christ,Other,0,Church,,,False,True,False,False,False,False,False,False,False,False,< 1479,N,True,CA,2,365 <= days < 650,CA LOS ANGELES,DEMOCRAT,False
AMQJXA005GXC,Realm Connect,Not Using,No Longer Needed,2020-02-10,2021-06-01,Desert Hot Springs,CA,92240-0638,Riverside,US,Baptist,Baptist,50,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,CA,2,820 <= days < 1200,CA RIVERSIDE,DEMOCRAT,False
AMQJXA005GYG,Realm Connect,Not Using,Financial,2018-11-01,2020-09-24,San Bernardino,CA,92410-2636,San Bernardino,US,Evangelical,Other,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,CA,2,> 1200 days,CA SAN BERNARDINO,DEMOCRAT,False
AMQJXA005H96,Realm Connect,Active,,2019-10-31,,San Mateo,CA,94403-3298,San Mateo,US,Baptist - American,Baptist,0,Church,11,2,False,False,True,False,True,False,False,False,False,False,< 1479,< 256,True,CA,0,820 <= days < 1200,CA SAN MATEO,DEMOCRAT,False
AMQJXA005HFA,Realm Connect,Not Using,Product,2019-10-29,2020-03-13,Mill Valley,CA,94941-2832,Marin,US,Baptist - American,Baptist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,CA,2,820 <= days < 1200,CA MARIN,DEMOCRAT,False
AMQJXA005HGQ,Realm Connect,Return,Not satisfied with support,2017-03-08,2017-05-09,San Jose,CA,95110-1105,Santa Clara,US,Non Applicable,Other,0,Non Profit Org Non Faith Based,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,CA,2,> 1200 days,CA SANTA CLARA,DEMOCRAT,False
AMQJXA005HJN,Realm Inform,Active,,2017-09-11,,Vacaville,CA,95688-4516,Solano,US,Episcopal,Episcopal and Anglican,0,Church,1,1,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA SOLANO,DEMOCRAT,False
AMQJXA005I7Y,Realm Inform,Active,,2020-02-28,,Pasadena,TX,77505-1503,Harris,US,Assembly of God,Assembly of God,0,Church,3,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX HARRIS,DEMOCRAT,False
AMQJXA005I80,Realm Inform,Active,,2018-01-02,,Highlands,TX,77562-2562,Harris,US,Assembly of God,Assembly of God,0,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX HARRIS,DEMOCRAT,False
AMQJXA005I86,Realm Connect,Active,,2019-05-07,,Baytown,TX,77521-9714,Harris,US,Assembly of God,Assembly of God,0,Church,3,5,False,False,False,True,False,True,False,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX HARRIS,DEMOCRAT,False
AMQJXA005IR2,Realm Inform,Active,,2018-11-01,,Torrance,CA,90503-7314,Los Angeles,US,Presbyterian - ECO,Presbyterian,0,Church,8,2,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA LOS ANGELES,DEMOCRAT,False
AMQJXA005IVK,Realm Connect,Not Using,Financial,2019-07-31,2021-03-12,Chino,CA,91710-6912,San Bernardino,US,Baptist - Bible Fellowship,Baptist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,CA,2,820 <= days < 1200,CA SAN BERNARDINO,DEMOCRAT,False
AMQJXA005J4I,Realm Inform,Active,,2021-06-18,,Moreno Valley,CA,92557-7802,Riverside,US,Foursquare,Other,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,CA,2,< 1 Yr,CA RIVERSIDE,DEMOCRAT,False
AMQJXA005JFP,Realm Connect,Active,,2019-01-15,,Concord,CA,94520-3745,Contra Costa,US,Baptist - SBC,Baptist,0,Church,2,4,True,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA CONTRA COSTA,DEMOCRAT,False
AMQJXA005JHW,Realm Connect,Active,,2018-10-09,,Walnut Creek,CA,94598-4833,Contra Costa,US,Baptist - American,Baptist,50,Church,4,6,True,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA CONTRA COSTA,DEMOCRAT,False
AMQJXA005JL9,Realm Inform,Active,,2017-04-26,,San Jose,CA,95133-1741,Santa Clara,US,Assembly of God,Assembly of God,0,Church,1,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA SANTA CLARA,DEMOCRAT,False
AMQJXA005JS7,Realm Inform,Return,Product,2021-01-10,2021-01-25,Rowlett,TX,75088-6246,Dallas,US,Christian Ch. Disc. of Christ,Other,0,Church,,,False,True,False,False,False,False,False,False,False,False,< 1479,N,False,TX,2,365 <= days < 650,TX DALLAS,DEMOCRAT,False
AMQJXA005JTV,Realm Inform,Not Using,Closed Doors/Merged,2017-07-10,2022-02-10,Grand Prairie,TX,75052-1008,Dallas,US,Baptist,Baptist,0,Church,1,0,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,False,TX,0,> 1200 days,TX DALLAS,DEMOCRAT,False
AMQJXA005K9Q,Realm Connect,Active,,2020-03-06,,Dallas,TX,75216-6860,Dallas,US,Baptist,Baptist,0,Church,1,0,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,Covid Purchase,TX DALLAS,DEMOCRAT,True
AMQJXA005L00,Realm Connect,Active,,2017-05-15,,Tyler,TX,75703-3981,Smith,US,Non - Denominational,Non - Denominational,0,Church,8,16,False,False,True,False,False,False,True,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX SMITH,REPUBLICAN,False
AMQJXA005L1F,Realm Connect,Active,,2019-10-02,,Brownsboro,TX,75756-4652,Henderson,US,Baptist - SBC,Baptist,0,Church,20,112,False,False,False,True,False,True,False,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX HENDERSON,REPUBLICAN,False
AMQJXA005L3P,Realm Inform,Not Using,Not satisfied with software,2017-06-27,2019-03-27,Mineola,TX,75773-0782,Wood,US,Baptist - Missionary,Baptist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,TX,2,> 1200 days,TX WOOD,REPUBLICAN,False
AMQJXA005L7P,Realm Connect,Active,,2021-10-13,,Lovelady,TX,75851,,US,Baptist - SBC,Baptist,300,Church,8,33,True,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,TX,1,< 1 Yr,-1,N,False
AMQJXA005LBE,Realm Connect,Active,,2019-10-30,,Diboll,TX,75941,,US,Assembly of God,Assembly of God,300,Church,4,24,True,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,TX,1,820 <= days < 1200,-1,N,False
AMQJXA005LE6,Realm Inform,Active,,2020-12-10,,Pollok,TX,75969-4553,Angelina,US,Assembly of God,Assembly of God,0,Church,4,1,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,365 <= days < 650,TX ANGELINA,REPUBLICAN,False
AMQJXA005LI7,Realm Connect,Active,,2021-09-30,,Euless,TX,76040-4625,Tarrant,US,Orthodox - Greek,Catholic,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,TX,2,< 1 Yr,TX TARRANT,DEMOCRAT,False
AMQJXA005LK0,Realm Connect,Active,,2019-09-04,,Midlothian,TX,76065-2706,Ellis,US,Baptist - Missionary,Baptist,0,Church,2,10,True,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX ELLIS,REPUBLICAN,False
AMQJXA005LLL,Realm Connect,Active,,2020-07-07,,Weatherford,TX,76086-2816,Parker,US,Lutheran,Lutheran,0,Church,8,52,False,True,True,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,Covid Purchase,TX PARKER,REPUBLICAN,True
AMQJXA005LTD,Realm Inform,Active,,2020-02-04,,Fort Worth,TX,76134-4660,Tarrant,US,Non - Denominational,Non - Denominational,0,Church,2,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX TARRANT,DEMOCRAT,False
AMQJXA005M7K,Realm Inform,Active,,2020-01-16,,Temple,TX,76503-2400,Bell,US,Methodist - UMC,Methodist,0,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,820 <= days < 1200,TX BELL,REPUBLICAN,False
AMQJXA005NAJ,Realm Inform,Active,,2021-04-22,,Dayton,TX,77535-0007,Liberty,US,Pentecostal,Pentecostal,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,TX,2,365 <= days < 650,TX LIBERTY,REPUBLICAN,False
AMQJXA005NAS,Realm Inform,Active,,2020-04-17,,Dayton,TX,77535-0006,Liberty,US,Other Denomination,Other,0,Church,4,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,Covid Purchase,TX LIBERTY,REPUBLICAN,True
AMQJXA005NGC,Realm Connect,Not Using,Not satisfied with software,2017-05-15,2017-06-21,Kountze,TX,77625-0304,,US,Pentecostal,Pentecostal,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,TX,3,> 1200 days,-1,N,False
AMQJXA005NP5,Realm Connect,Active,,2018-12-07,,North Zulch,TX,77872,,US,Baptist,Baptist,0,Church,14,91,True,False,False,True,False,False,True,False,False,False,< 1479,< 256,True,TX,1,> 1200 days,-1,N,False
AMQJXA005NUB,Realm Connect,Active,,2018-02-21,,Beeville,TX,78104-4175,Bee,US,Pentecostal - Church of God,Pentecostal,0,Church,3,7,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX BEE,REPUBLICAN,False
AMQJXA005NV5,Realm Connect,Active,,2022-04-14,,New Braunfels,TX,78130-3521,Comal,US,United Church of Christ,United Church of Christ,0,Church,,,False,True,False,False,False,False,False,False,False,False,< 1479,N,True,TX,2,< 1 Yr,TX COMAL,REPUBLICAN,False
AMQJXA005NVM,Realm Inform,Not Using,Product,2018-07-30,2022-03-23,Poth,TX,78147-0206,Wilson,US,Lutheran - ELCA,Lutheran,0,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,False,TX,0,> 1200 days,TX WILSON,REPUBLICAN,False
AMQJXA005NWV,Realm Connect,Active,,2022-04-18,,San Antonio,TX,78209-4868,Bexar,US,Pentecostal - Indep Apostolic,Pentecostal,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,TX,2,< 1 Yr,TX BEXAR,DEMOCRAT,False
AMQJXA005OG0,Realm Connect,Not Using,Financial,2020-09-17,2022-02-17,Mobeetie,TX,79061-0160,Wheeler,US,Baptist - SBC,Baptist,0,Church,3,11,True,False,True,True,False,False,False,False,False,False,< 1479,< 256,False,TX,0,365 <= days < 650,TX WHEELER,REPUBLICAN,False
AMQJXA005OJU,Realm Connect,Active,,2018-02-21,,Amarillo,TX,79107-1409,Potter,US,Baptist - SBC,Baptist,0,Church,6,44,True,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX POTTER,REPUBLICAN,False
AMQJXA005P6F,Realm Connect,Active,,2022-02-10,,Los Angeles,CA,90089-0042,Los Angeles,US,Methodist - UMC,Methodist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,CA,2,< 1 Yr,CA LOS ANGELES,DEMOCRAT,False
AMQJXA005PGZ,Realm Connect,Active,,2017-12-27,,Redondo Beach,CA,90277-5906,Los Angeles,US,Church of Christ,Church of Christ,0,Church,9,66,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA LOS ANGELES,DEMOCRAT,False
AMQJXA005PSP,Realm Connect,Not Using,Not satisfied with software,2017-10-18,2018-07-10,Thousand Oaks,CA,91362-2608,Ventura,US,Non - Denominational,Non - Denominational,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,False,CA,2,> 1200 days,CA VENTURA,DEMOCRAT,False
AMQJXA005PYU,Realm Inform,Active,,2020-07-15,,Alpine,CA,91903-0351,San Diego,US,Baptist - SBC,Baptist,0,Church,5,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,Covid Purchase,CA SAN DIEGO,DEMOCRAT,True
AMQJXA005Q2O,Realm Connect,Active,,2022-03-07,,San Marcos,CA,92069-1161,San Diego,US,Episcopal,Episcopal and Anglican,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,CA,2,< 1 Yr,CA SAN DIEGO,DEMOCRAT,False
AMQJXA005QOU,Realm Connect,Active,,2021-12-14,,Angier,NC,27501-6582,,US,Baptist,Baptist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,NC,3,< 1 Yr,-1,N,False
AMQJXA005QYV,Realm Inform,Active,,2017-06-15,,Hanford,CA,93230-3832,Kings,US,Methodist - UMC,Methodist,0,Church,3,0,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA KINGS,REPUBLICAN,False
AMQJXA005RSC,Realm Connect,Active,,2019-03-26,,San Francisco,CA,94107-2306,San Francisco,US,Episcopal,Episcopal and Anglican,440,Church,8,134,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,820 <= days < 1200,CA SAN FRANCISCO,DEMOCRAT,False
AMQJXA005RXJ,Realm Connect,Not Using,Closed Doors/Merged,2018-04-02,2022-02-23,Brentwood,CA,94513-5627,Contra Costa,US,Assembly of God,Assembly of God,300,Church,1,56,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,False,CA,0,> 1200 days,CA CONTRA COSTA,DEMOCRAT,False
AMQJXA005S4R,Realm Connect,Active,,2021-05-25,,Vallejo,CA,94590-4648,Solano,US,Orthodox - Greek,Catholic,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,CA,2,365 <= days < 650,CA SOLANO,DEMOCRAT,False
AMQJXA005S6W,Realm Connect,Active,,2020-08-31,,Oakland,CA,94606-4716,Alameda,US,Church of God,Church of God,0,Church,1,2,False,False,True,False,False,False,False,False,True,False,< 1479,< 256,True,CA,0,365 <= days < 650,CA ALAMEDA,DEMOCRAT,False
AMQJXA005S77,Realm Connect,Active,,2020-06-19,,Oakland,CA,94606-3803,Alameda,US,Episcopal,Episcopal and Anglican,0,Church,1,0,False,False,True,False,False,False,False,False,True,False,< 1479,< 256,True,CA,0,Covid Purchase,CA ALAMEDA,DEMOCRAT,True
AMQJXA005SNQ,Realm Connect,Active,,2020-07-31,,Gustine,CA,95322-1627,Merced,US,Baptist - SBC,Baptist,0,Church,2,2,False,False,True,False,False,False,False,False,True,False,< 1479,< 256,True,CA,0,Covid Purchase,CA MERCED,DEMOCRAT,True
AMQJXA005SW2,Realm Inform,Active,,2017-06-27,,Kenwood,CA,95452-0247,Sonoma,US,Episcopal,Episcopal and Anglican,0,Church,2,1,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA SONOMA,DEMOCRAT,False
AMQJXA005T46,Realm Inform,Active,,2021-01-27,,Jackson,CA,95642-0853,Amador,US,Baptist - SBC,Baptist,0,Church,2,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,365 <= days < 650,CA AMADOR,REPUBLICAN,False
AMQJXA005T5T,Realm Connect,Active,,2018-12-06,,Rancho Cordova,CA,95670-4953,Sacramento,US,Episcopal,Episcopal and Anglican,0,Church,6,19,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA SACRAMENTO,DEMOCRAT,False
AMQJXA005T8E,Realm Connect,Active,,2019-10-21,,Colfax,CA,95713,,US,Assembly of God,Assembly of God,0,Church,4,12,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,1,820 <= days < 1200,-1,N,False
AMQJXA005T95,Realm Inform,Active,,2019-04-26,,Woodland,CA,95776-0401,Yolo,US,Pentecostal,Pentecostal,0,Church,1,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,820 <= days < 1200,CA YOLO,DEMOCRAT,False
AMQJXA005THD,Realm Connect,Active,,2017-05-17,,Oroville,CA,95966-6608,Butte,US,Church of God in Christ,Church of God in Christ,0,Church,3,10,True,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA BUTTE,DEMOCRAT,False
AMQJXA005TPO,Realm Connect,Active,,2021-08-31,,Greenville,TX,75402-3834,Hunt,US,Non - Denominational,Non - Denominational,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,TX,2,< 1 Yr,TX HUNT,REPUBLICAN,False
AMQJXA005TTK,Realm Connect,Active,,2019-02-15,,Saint Helena,CA,94574-2050,Napa,US,Episcopal,Episcopal and Anglican,0,Church,8,43,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA NAPA,DEMOCRAT,False
AMQJXA005UEN,Realm Connect,Active,,2022-02-04,,Caldwell,TX,77836-0687,Burleson,US,Baptist,Baptist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,TX,2,< 1 Yr,TX BURLESON,REPUBLICAN,False
AMQJXA005V6V,Realm Inform,Active,,2018-02-13,,Granbury,TX,76048-0232,Hood,US,Episcopal,Episcopal and Anglican,0,Church,3,8,False,False,True,True,False,False,False,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX HOOD,REPUBLICAN,False
AMQJXA005VQY,Realm Connect,Active,,2020-10-09,,Hurst,TX,76053-6902,Tarrant,US,Non - Denominational,Non - Denominational,0,Church,2,0,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,TX,0,365 <= days < 650,TX TARRANT,DEMOCRAT,False
AMQJXA005W29,Realm Inform,Active,,2021-04-21,,Wilmington,CA,90744-2016,Los Angeles,US,Baptist - Independent,Baptist,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,CA,2,365 <= days < 650,CA LOS ANGELES,DEMOCRAT,False
AMQJXA005W2Y,Realm Connect,Active,,2020-10-22,,San Diego,CA,92109-4161,San Diego,US,Episcopal,Episcopal and Anglican,0,Church,8,7,False,False,True,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,365 <= days < 650,CA SAN DIEGO,DEMOCRAT,False
AMQJXA005W55,Realm Inform,Active,,2020-01-08,,Sebastopol,CA,95472-4110,Sonoma,US,Episcopal,Episcopal and Anglican,0,Church,1,0,False,False,False,False,False,False,False,False,False,False,< 1479,< 256,True,CA,0,820 <= days < 1200,CA SONOMA,DEMOCRAT,False
AMQJXA005W59,Realm Inform,Active,,2018-04-04,,Fortuna,CA,95540-2415,Humboldt,US,Episcopal,Episcopal and Anglican,0,Church,3,0,False,False,False,True,False,False,False,False,False,False,< 1479,< 256,True,CA,0,> 1200 days,CA HUMBOLDT,DEMOCRAT,False
AMQJXA005WD6,Realm Connect,Active,,2019-01-22,,Columbus,TX,78934-4911,Colorado,US,Undetermined,Other,0,Non Profit Org Faith Based,8,4,False,False,True,False,False,True,False,False,False,False,< 1479,< 256,True,TX,0,> 1200 days,TX COLORADO,REPUBLICAN,False
AMQJXA005WDP,Realm Connect,Active,,2021-07-29,,Yorba Linda,CA,92887-2717,Orange,US,Undetermined,Other,0,Church,,,False,False,False,False,False,False,False,False,False,False,< 1479,N,True,CA,2,< 1 Yr,CA ORANGE,DEMOCRAT,False
