ID,Product,Status,StatusReason,Purchased,Deactivated,City,State,PostalCode,County,Country,Denomination,DenominationalGroup,TWA,OrganizationClass,StaffUsers,CongregantUsers,HHContributors,UsingOpenInvitationModel,UsingMissionInsite,UsingAccounting,UsingOnlineGiving,UsingBackGroundChecks,UsingPathways,UsingCheckin,UsingMobileCheckin,UsingMinistrySmart,UsingRefreshWebsites
AMQJXA0004DU,Realm Multiply,Active,,8/5/2020,,Severna Park,MD,21146-3978,Anne Arundel,US,Presbyterian - PCUSA,Presbyterian,480,Church,18,303,743,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
AMQJXA0004DV,Realm Connect,Active,,5/22/2018,,Taylors,SC,29687-2513,Greenville,US,Baptist - Independent,Baptist,"1,000",Church,19,456,713,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004DZ,Realm Office,Active,,4/2/2020,,Conroe,TX,77303-1442,Montgomery,US,Baptist - SBC,Baptist,100,Denominational Office,5,1,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004E4,Realm Connect,Active,,11/4/2019,,Warner Robins,GA,31088-3705,Houston,US,Baptist - SBC,Baptist,800,Church,26,234,476,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004E7,Realm Connect,Active,,8/19/2020,,Covington,LA,70433-3134,Saint Tammany,US,Presbyterian - PCUSA,Presbyterian,110,Church,3,1,182,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004E8,Realm Connect,Active,,7/1/2020,,Cowpens,SC,29330-8502,Spartanburg,US,Baptist - SBC,Baptist,150,Church,4,0,311,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004E9,Realm Connect,Active,,4/23/2019,,Roanoke,VA,24019-2835,Roanoke,US,Baptist - CBF,Baptist,300,Church,8,5,257,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004EF,Realm Multiply,Active,,5/16/2017,,Normandy Park,WA,98166-3901,King,US,Presbyterian - PCUSA,Presbyterian,350,Church,18,343,313,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004EK,Realm Connect,Active,,2/16/2017,,Raleigh,NC,27608-1899,Wake,US,Baptist - SBC,Baptist,225,Church,16,33,191,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004EM,Realm Connect,Active,,12/9/2019,,Tarboro,NC,27886-4314,Edgecombe,US,Baptist - SBC,Baptist,120,Church,5,9,188,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004EN,Realm Inform,Active,,3/4/2015,,Gastonia,NC,28052-3523,Gaston,US,Assembly of God,Assembly of God,350,Church,10,0,347,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004EO,Realm Connect,Active,,9/13/2017,,Albertville,AL,35950-2400,Marshall,US,Baptist - SBC,Baptist,300,Church,14,136,362,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004ES,Realm Connect,Active,,8/7/2018,,Kernersville,NC,27284-2731,Forsyth,US,Baptist - CBF,Baptist,200,Church,7,166,215,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
AMQJXA0004F1,Realm Connect,Active,,1/23/2017,,Columbus,OH,43210-1176,Franklin,US,Episcopal,Episcopal and Anglican,100,Church,3,1,109,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004F4,Realm Connect,Active,,8/15/2017,,Rainsville,AL,35986,NULL,US,Baptist - SBC,Baptist,400,Church,7,111,229,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004F8,Realm Connect,Not Using,Financial,8/8/2017,8/24/2021,Jacksonville,FL,32210-2798,Duval,US,Baptist - SBC,Baptist,150,Church,6,0,57,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004FB,Realm Connect,Active,,11/23/2016,,Madisonville,KY,42431-9181,Hopkins,US,Christian Ch. Disc. of Christ,Other,180,Church,10,102,246,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004FH,Realm Inform,Active,,2/4/2016,,Crossnore,NC,28616,NULL,US,Baptist - SBC,Baptist,200,Church,3,0,130,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004FI,Realm Multiply,Active,,6/14/2018,,Las Vegas,NV,89128-8015,Clark,US,Baptist - SBC,Baptist,"2,500",Church,42,890,"1,265",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
AMQJXA0004FQ,Realm Connect,Active,,5/1/2019,,Gulfport,MS,39503-8872,Harrison,US,Baptist - SBC,Baptist,500,Church,10,209,347,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004FS,Realm Inform,Active,,4/17/2017,,Fredericksburg,VA,22406-4938,Stafford,US,Presbyterian - PCUSA,Presbyterian,99,Church,20,24,72,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004FV,Realm Connect,Active,,4/10/2019,,Baker,LA,70714-7001,East Baton Rouge,US,Non - Denominational,Non - Denominational,150,Church,10,61,181,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
AMQJXA0004FY,Realm Connect,Active,,10/24/2018,,Danville,VA,24540-4436,Danville City,US,Baptist - CBF,Baptist,110,Church,4,17,131,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004G1,Realm Connect,Active,,10/28/2019,,Decatur,AL,35601-4616,Morgan,US,Baptist - SBC,Baptist,500,Church,8,380,390,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004G4,Realm Connect,Active,,10/30/2019,,Gilmer,TX,75644-2206,Upshur,US,Baptist - SBC,Baptist,300,Church,5,0,215,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004G5,Realm Office,Active,,11/25/2019,,East Syracuse,NY,13057-1374,Onondaga,US,Baptist - SBC,Baptist,517,Denominational Office,4,5,25,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004G8,Realm Connect,Active,,6/19/2018,,Ocala,FL,34470-6775,Marion,US,Methodist - UMC,Methodist,400,Church,10,42,322,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004GB,Realm Connect,Active,,1/21/2020,,Norwood,NC,28128-6454,Stanly,US,Methodist - UMC,Methodist,142,Church,5,0,221,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004GE,Realm Connect,Active,,8/9/2017,,Garland,TX,75044-2583,Dallas,US,Methodist - UMC,Methodist,75,Church,9,43,61,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004GG,Realm Connect,Active,,11/28/2017,,Phenix City,AL,36870-6466,Russell,US,Baptist - SBC,Baptist,200,Church,8,79,121,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004GH,Realm Connect,Active,,11/1/2018,,North Chesterfield,VA,23237-1457,Chesterfield,US,Baptist - SBC,Baptist,200,Church,7,31,200,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004GI,Realm Connect,Active,,6/3/2019,,Kannapolis,NC,28081-2270,Rowan,US,Baptist - SBC,Baptist,150,Church,2,0,129,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004GJ,Realm Inform,Active,,3/2/2015,,Jamestown,NC,27282-9351,Guilford,US,Methodist - UMC,Methodist,80,Church,6,13,60,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004GS,Realm Connect,Active,,11/2/2016,,Mesquite,TX,75149-1564,Dallas,US,Baptist - SBC,Baptist,90,Church,2,0,113,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004GW,Realm Inform,Active,,9/28/2018,,Kansas City,KS,66112-1841,Wyandotte,US,Baptist - American,Baptist,85,Church,1,0,50,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004H1,Realm Inform,Active,,6/25/2015,,Covington,GA,30014-2314,Newton,US,Presbyterian - PCUSA,Presbyterian,130,Church,3,40,142,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004H3,Realm Multiply,Active,,4/30/2019,,Newnan,GA,30263-2002,Coweta,US,Baptist - CBF,Baptist,300,Church,9,176,440,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004H9,Realm Connect,Active,,9/22/2017,,Columbia,SC,29204-1846,Richland,US,Episcopal,Episcopal and Anglican,75,Church,15,38,255,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
AMQJXA0004HA,Realm Multiply,Active,,9/29/2017,,Yorba Linda,CA,92886-3908,Orange,US,Friends,Other,"4,800",Church,105,"2,319","2,892",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004HC,Realm Connect,Active,,2/15/2019,,St Petersburg,FL,33710-1799,Pinellas,US,Baptist - Independent,Baptist,500,Church,10,302,387,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004HE,Realm Connect,Active,,11/14/2019,,Lebanon,TN,37087-3419,Wilson,US,Baptist - SBC,Baptist,"1,500",Church,24,364,655,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004HF,Realm Connect,Active,,10/30/2018,,Plano,TX,75074-3514,Collin,US,Baptist - SBC,Baptist,300,Church,11,59,251,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004HG,Realm Connect,Active,,7/13/2016,,Saint Marys,GA,31558-8302,Camden,US,Baptist - SBC,Baptist,225,Church,5,68,162,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
AMQJXA0004HH,Realm Connect,Active,,1/17/2020,,Wewoka,OK,74884-2531,Seminole,US,Baptist - SBC,Baptist,175,Church,4,0,90,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004HI,Realm Connect,Active,,3/21/2019,,McComb,MS,39648-5105,Pike,US,Baptist - SBC,Baptist,125,Church,2,0,81,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004HL,Realm Multiply,Active,,5/23/2019,,Brookfield,WI,53045-3764,Waukesha,US,Non - Denominational,Non - Denominational,"3,000",Church,148,330,"2,813",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
AMQJXA0004HM,Realm Connect,Active,,11/13/2018,,Williamsburg,VA,23185-3534,Williamsburg City,US,Baptist - Independent,Baptist,110,Church,4,53,153,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004HN,Realm Connect,Active,,3/31/2020,,Bay City,TX,77414-6097,Matagorda,US,Baptist - SBC,Baptist,260,Church,10,87,293,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004HO,Realm Connect,Active,,10/16/2018,,Jay,FL,32565,NULL,US,Baptist - SBC,Baptist,200,Church,2,3,82,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004I0,Realm Connect,Active,,11/28/2018,,Hopkinsville,KY,42240-5044,Christian,US,Baptist - SBC,Baptist,600,Church,15,131,511,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
AMQJXA0004I3,Realm Inform,Active,,8/15/2019,,Floydada,TX,79235-3331,Floyd,US,Methodist - UMC,Methodist,75,Church,5,0,119,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004IC,Realm Connect,Active,,11/12/2019,,Cookeville,TN,38501-3284,Putnam,US,Baptist - SBC,Baptist,750,Church,0,0,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004IF,Realm Connect,Active,,1/3/2017,,North Chesterfield,VA,23236-1407,Chesterfield,US,Baptist - SBC,Baptist,200,Church,2,0,197,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004IS,Realm Connect,Active,,9/9/2019,,Noble,OK,73068-8533,Cleveland,US,Baptist - SBC,Baptist,200,Church,2,47,186,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004IV,Realm Connect,Active,,4/22/2015,,Sand Springs,OK,74063-2243,Tulsa,US,Assembly of God,Assembly of God,400,Church,12,62,262,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004J1,Realm Inform,Active,,6/21/2016,,Shreveport,LA,71101-3340,Caddo,US,Baptist - American,Baptist,75,Church,4,0,38,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004J9,Realm Connect,Active,,7/27/2017,,Midlothian,VA,23112-1609,Chesterfield,US,Baptist - SBC,Baptist,865,Church,16,102,623,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004JE,Realm Connect,Active,,3/1/2016,,Odessa,TX,79762-6829,Ector,US,Baptist - SBC,Baptist,250,Church,5,16,130,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004JP,Realm Connect,Active,,1/15/2018,,Lexington,KY,40503-1798,Fayette,US,Baptist - SBC,Baptist,200,Church,3,8,211,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004JT,Realm Connect,Active,,1/22/2021,,Boone,NC,28607-4838,Watauga,US,Baptist - SBC,Baptist,150,Church,2,0,86,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004JY,Realm Inform,Active,,3/5/2013,,Plymouth,FL,32768,NULL,US,Non - Denominational,Non - Denominational,200,Church,2,2,105,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004JZ,Realm Connect,Active,,1/31/2020,,Saint Augustine,FL,32084-3535,Saint Johns,US,Presbyterian - PCUSA,Presbyterian,400,Church,21,175,718,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004K2,Realm Multiply,Active,,1/15/2020,,Knoxville,TN,37902-3005,Knox,US,Methodist - UMC,Methodist,600,Church,19,21,658,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004K8,Realm Connect,Active,,9/6/2017,,Albany,GA,31701-2535,Dougherty,US,Baptist - Progressive National,Baptist,175,Church,3,0,176,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004KC,Realm Multiply,Active,,5/25/2016,,Tulsa,OK,74145-1207,Tulsa,US,Assembly of God,Assembly of God,"1,200",Church,47,751,855,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
AMQJXA0004KE,Realm Inform,Active,,2/1/2022,,Smithfield,NC,27577-4857,Johnston,US,Assembly of God,Assembly of God,125,Church,3,0,98,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004KM,Realm Connect,Active,,2/11/2021,,Citronelle,AL,36522,NULL,US,Baptist - SBC,Baptist,140,Church,6,1,130,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004KO,Realm Connect,Active,,9/9/2019,,Waynesville,NC,28786-4355,Haywood,US,Baptist - SBC,Baptist,200,Church,10,72,233,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
AMQJXA0004KR,Realm Inform,Active,,10/18/2016,,Maiden,NC,28650-9251,Catawba,US,Baptist - SBC,Baptist,200,Church,2,0,153,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004KW,Realm Connect,Active,,4/23/2021,,Alpharetta,GA,30004-3648,Fulton,US,Episcopal,Episcopal and Anglican,300,Church,5,1,261,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
AMQJXA0004L2,Realm Connect,Active,,7/31/2018,,Shamrock,TX,79079-2031,Wheeler,US,Baptist - SBC,Baptist,99,Church,3,37,171,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004LA,Realm Inform,Active,,8/30/2018,,La Jolla,CA,92037-6726,San Diego,US,Methodist - UMC,Methodist,135,Church,6,2,129,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004LB,Realm Inform,Active,,4/23/2018,,Greensboro,NC,27409-2136,Guilford,US,Baptist - SBC,Baptist,140,Church,3,0,120,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004LC,Realm Connect,Active,,9/17/2020,,Decatur,TX,76234-3727,Wise,US,Baptist - SBC,Baptist,400,Church,23,181,502,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004LG,Realm Connect,Active,,6/12/2019,,Annapolis,MD,21409-5928,Anne Arundel,US,Episcopal,Episcopal and Anglican,306,Church,14,281,369,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004M9,Realm Multiply,Active,,7/12/2018,,Annandale,VA,22003-4198,Fairfax,US,Baptist - SBC,Baptist,320,Church,14,160,202,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
AMQJXA0004MF,Realm Inform,Active,,8/28/2017,,Glen Allen,VA,23059-5301,Henrico,US,Episcopal,Episcopal and Anglican,450,Church,14,462,317,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004MJ,Realm Connect,Active,,8/12/2020,,Temple Hills,MD,20748-7099,Prince Georges,US,Baptist,Baptist,300,Church,6,0,216,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004MN,Realm Multiply,Active,,12/22/2017,,Memphis,TN,38141-8504,Shelby,US,Pentecostal,Pentecostal,250,Church,36,214,168,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004MP,Realm Connect,Active,,5/24/2016,,Roanoke,VA,24012-3319,Roanoke City,US,Baptist - SBC,Baptist,200,Church,3,2,94,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004MQ,Realm Connect,Active,,1/15/2020,,Springfield,MO,65802-5633,Greene,US,Baptist - SBC,Baptist,75,Church,2,0,86,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004MU,Realm Connect,Active,,2/19/2018,,Rock Hill,SC,29730-3530,York,US,Lutheran - ELCA,Lutheran,246,Church,7,154,225,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004MW,Realm Inform,Active,,8/3/2016,,Columbia,TN,38401-4024,Maury,US,Baptist - SBC,Baptist,250,Church,4,6,104,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004MY,Realm Connect,Not Using,No Longer Needed,3/2/2017,7/23/2021,Hudson,NC,28638-2122,Caldwell,US,Baptist - SBC,Baptist,420,Church,21,136,251,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004MZ,Realm Connect,Active,,9/23/2019,,Monticello,FL,32345-0493,NULL,US,Baptist - SBC,Baptist,120,Church,5,35,97,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004N0,Realm Multiply,Active,,7/1/2020,,Pensacola,FL,32505-1904,Escambia,US,Baptist - Independent,Baptist,"1,800",Church,43,739,"1,639",FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
AMQJXA0004N2,Realm Connect,Active,,8/19/2020,,Port Charlotte,FL,33948-6119,Charlotte,US,Presbyterian - PCUSA,Presbyterian,50,Church,3,9,141,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
AMQJXA0004N6,Realm Connect,Active,,8/30/2019,,Vinton,VA,24179,,US,Baptist - SBC,Baptist,450,Church,13,67,526,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004ND,Realm Connect,Active,,10/21/2019,,Marion,AR,72364-5027,Crittenden,US,Baptist - SBC,Baptist,200,Church,1,20,98,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004NL,Realm Connect,Active,,2/14/2019,,Oakdale,LA,71463-2932,Allen,US,Baptist,Baptist,100,Church,1,0,119,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004NM,Realm Connect,Active,,2/15/2019,,Harrodsburg,KY,40330-1637,Mercer,US,Baptist - SBC,Baptist,400,Church,10,97,174,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004NS,Realm Connect,Active,,11/24/2015,,Kerrville,TX,78028-4625,Kerr,US,Assembly of God,Assembly of God,100,Church,7,62,164,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004NT,Realm Connect,Active,,4/10/2018,,Crystal River,FL,34428-3925,Citrus,US,Baptist - SBC,Baptist,300,Church,10,68,336,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004O2,Realm Connect,Active,,6/26/2014,,Baton Rouge,LA,70810-3819,East Baton Rouge,US,Non - Denominational,Non - Denominational,200,Church,8,24,86,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004OC,Realm Inform,Active,,10/14/2019,,Little Rock,AR,72206-1461,Pulaski,US,Episcopal,Episcopal and Anglican,300,Church,12,266,389,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004OV,Realm Connect,Active,,9/1/2017,,Laurens,SC,29360-8229,Laurens,US,Baptist - SBC,Baptist,180,Church,17,19,111,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004PD,Realm Inform,Active,,3/7/2019,,Albemarle,NC,28001-2831,Stanly,US,Baptist - SBC,Baptist,150,Church,1,0,124,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004PJ,Realm Inform,Active,,11/15/2016,,Greencastle,PA,17225-1407,Franklin,US,Presbyterian - PCUSA,Presbyterian,100,Church,1,0,132,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004PO,Realm Connect,Active,,2/13/2018,,Smithfield,VA,23430-1452,Isle of Wight,US,Baptist - SBC,Baptist,140,Church,3,0,257,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004QK,Realm Connect,Active,,11/20/2019,,Macon,GA,31201-1814,Bibb,US,Methodist - UMC,Methodist,100,Church,9,28,257,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004QL,Realm Multiply,Active,,2/21/2020,,Fayetteville,GA,30215-5331,Fayette,US,Baptist - SBC,Baptist,715,Church,49,328,982,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004R6,Realm Connect,Active,,3/2/2016,,Greenville,SC,29605-4930,Greenville,US,Baptist - SBC,Baptist,150,Church,4,7,107,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004R8,Realm Multiply,Active,,3/18/2016,,Moss Point,MS,39562-6994,Jackson,US,Assembly of God,Assembly of God,250,Church,1,104,223,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004RA,Realm Inform,Active,,3/21/2016,,Gilbertown,AL,36908-2033,NULL,US,Church of God - TN (COGT),Church of God,130,Church,1,0,137,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004RC,Realm Connect,Active,,12/12/2018,,Augusta,GA,30909-3266,Richmond,US,Presbyterian - PCUSA,Presbyterian,200,Church,21,33,192,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
AMQJXA0004RD,Realm Connect,Not Using,Product,1/5/2012,2/24/2022,Florence,SC,29505,NULL,US,Non - Denominational,Non - Denominational,450,Church,10,41,468,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
AMQJXA0004SA,Realm Inform,Active,,10/23/2019,,Richmond,VA,23238-6112,Goochland,US,Episcopal,Episcopal and Anglican,262,Church,12,7,519,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
